longitude,latitude,timestamp
103.925179,1.325117,2019-08-30 08:39:58.000
103.9252665,1.3288,2019-08-30 08:39:58.000
103.925862833333,1.32679033333333,2019-08-30 08:39:58.000
103.926225,1.35006316666667,2019-08-30 08:39:58.000
103.926294066667,1.32623768333333,2019-08-30 08:39:58.000
103.926602,1.34994716666667,2019-08-30 08:39:58.000
103.927478833333,1.32875566666667,2019-08-30 08:39:58.000
103.928704333333,1.33177416666667,2019-08-30 08:39:58.000
103.929339666667,1.35567766666667,2019-08-30 08:39:58.000
103.929467333333,1.32911616666667,2019-08-30 08:39:58.000
103.933900333333,1.3786475,2019-08-30 08:39:58.000
103.934116666667,1.37857516666667,2019-08-30 08:39:58.000
103.9341605,1.37882316666667,2019-08-30 08:39:58.000
103.935077366667,1.38103496666667,2019-08-30 08:39:58.000
103.936837833333,1.37506633333333,2019-08-30 08:39:58.000
103.937841,1.38239816666667,2019-08-30 08:39:58.000
103.9404,1.379257,2019-08-30 08:39:58.000
103.940783,1.37744466666667,2019-08-30 08:39:58.000
103.943907,1.37439066666667,2019-08-30 08:39:58.000
103.945215333333,1.363945,2019-08-30 08:39:58.000
103.946269333333,1.3716895,2019-08-30 08:39:58.000
103.946422833333,1.37396166666667,2019-08-30 08:39:58.000
103.946841833333,1.37421016666667,2019-08-30 08:39:58.000
103.947573166667,1.3701055,2019-08-30 08:39:58.000
103.947741,1.37370616666667,2019-08-30 08:39:58.000
103.955569833333,1.365737,2019-08-30 08:39:58.000
103.9582575,1.36632816666667,2019-08-30 08:39:58.000
103.959152666667,1.37175916666667,2019-08-30 08:39:58.000
103.960499833333,1.374203,2019-08-30 08:39:58.000
103.961027166667,1.3650525,2019-08-30 08:39:58.000
103.961563666667,1.37493183333333,2019-08-30 08:39:58.000
103.962038833333,1.37221783333333,2019-08-30 08:39:58.000
103.962732166667,1.362295,2019-08-30 08:39:58.000
103.964858333333,1.364465,2019-08-30 08:39:58.000
103.967150833333,1.36570066666667,2019-08-30 08:39:58.000
103.967501116667,1.36925266666667,2019-08-30 08:39:58.000
103.88695,1.32125,2019-08-30 08:59:58.000
103.88897,1.33159,2019-08-30 08:59:58.000
103.89124,1.34596,2019-08-30 08:59:58.000
103.89318,1.3397,2019-08-30 08:59:58.000
103.89375,1.33604,2019-08-30 08:59:58.000
103.89435,1.33417,2019-08-30 08:59:58.000
103.89439,1.33421,2019-08-30 08:59:58.000
103.89448,1.33231,2019-08-30 08:59:58.000
103.8945,1.33193,2019-08-30 08:59:58.000
103.89567,1.32847,2019-08-30 08:59:58.000
103.89797,1.33196,2019-08-30 08:59:58.000
103.90545,1.33426,2019-08-30 08:59:58.000
103.90984,1.33168,2019-08-30 08:59:58.000
103.91184,1.33251,2019-08-30 08:59:58.000
103.91935,1.33711,2019-08-30 08:59:58.000
103.92611,1.33201,2019-08-30 08:59:58.000
103.92948,1.31859,2019-08-30 08:59:58.000
103.92972,1.33179,2019-08-30 08:59:58.000
103.93097,1.36632,2019-08-30 08:59:58.000
103.93218,1.37637,2019-08-30 08:59:58.000
103.93524,1.37935,2019-08-30 08:59:58.000
103.93587,1.37869,2019-08-30 08:59:58.000
103.93617,1.37847,2019-08-30 08:59:58.000
103.93715,1.37809,2019-08-30 08:59:58.000
103.93901,1.3721,2019-08-30 08:59:58.000
103.94048,1.38059,2019-08-30 08:59:58.000
103.94172,1.37034,2019-08-30 08:59:58.000
103.94563,1.3645,2019-08-30 08:59:58.000
103.94814,1.36662,2019-08-30 08:59:58.000
103.9542,1.36521,2019-08-30 08:59:58.000
103.95635,1.37543,2019-08-30 08:59:58.000
103.95655,1.37544,2019-08-30 08:59:58.000
103.95683,1.37191,2019-08-30 08:59:58.000
103.95814,1.36559,2019-08-30 08:59:58.000
103.95884,1.36263,2019-08-30 08:59:58.000
103.95939,1.3688,2019-08-30 08:59:58.000
103.95942,1.36784,2019-08-30 08:59:58.000
103.95953,1.36774,2019-08-30 08:59:58.000
103.96198,1.36563,2019-08-30 08:59:58.000
103.96294,1.36747,2019-08-30 08:59:58.000
103.9637,1.37063,2019-08-30 08:59:58.000
